Company,Product,TypeName,Inches,ScreenResolution,Ram,OpSys,Cpu Brand,Cpu Model,Cpu Rate,SSD,HDD,Flash Storage,Hybrid,Gpu Brand,Gpu Model,,Price_euros
Toshiba,Tecra Z50-D-10E,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,1258
Acer,Aspire 3,Notebook,15.6,1366x768,4GB,Linux,Intel,Core i3 6006U,2GHz,128,0,0,0,Intel,HD Graphics 520,,412
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,8GB,Windows 10 S,Intel,Core i7 7600U,2.8GHz,256,0,0,0,Intel,Plus Graphics 640,,1867.85
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,128,1,0,0,AMD,Radeon R5 M430,,817.95
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,1034
HP,Pavilion X360,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,128,0,0,0,Nvidia,GeForce 940MX,,699
MSI,GP62 7RDX,Gaming,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,0,0,Nvidia,GeForce GTX 1050,,1294
Asus,Zenbook 3,Ultrabook,14,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,1135
LG,Gram 15Z975,Ultrabook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 8550U,1.8GHz,512,0,0,0,Intel,HD Graphics 620,,2299
Acer,Aspire VX5-591G,Gaming,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,256,0,0,0,Nvidia,GTX 1050 Ti,,1299
MSI,GV62M 7RD,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,256,0,0,0,Nvidia,GeForce GTX 1050,,997.9
Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,128,1,0,0,Nvidia,GeForce GTX 1060,,2051
HP,17-bs000nv I3,Notebook,17.3,IPS Panel Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 6006U,2GHz,256,0,0,0,AMD,Radeon R5 520,,699
Lenovo,Yoga 730,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i7 8550U,1.8GHz,512,0,0,0,Intel,UHD Graphics 620,,1499
Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7820HK,2.9GHz,256,1,0,0,Nvidia,GeForce GTX 1070,,2813.75
HP,250 G6,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,0,0,AMD,Radeon 520,,612.61
Dell,Inspiron 3567,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 6006U,2GHz,0,1,0,0,AMD,Radeon R5 M430,,545.67
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,6GB,Windows 10,AMD,A10-Series 9600P,2.4GHz,0,2,0,0,AMD,Radeon R7 M440,,569
Lenovo,IdeaPad 520s-14IKB,Notebook,14,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,699
HP,ZBook 17,Workstation,17.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,0,500,0,0,Nvidia,Quadro M1200,,1907.99
Lenovo,ThinkPad X1,2 in 1 Convertible,14,Touchscreen 2560x1440,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,0,0,Intel,HD Graphics 620,,2590
Toshiba,Satellite Pro,Notebook,13.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,973
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14,Full HD / Touchscreen 1920x1080,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,0,0,0,Intel,HD Graphics 620,,1749
Toshiba,Portege Z30T-C-133,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,16GB,Windows 10,Intel,Core i7 6500U,2.5GHz,512,0,0,0,Intel,HD Graphics 520,,1877
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,4GB,Windows 10,Intel,Core i7 7500U,2.7GHz,0,500,0,0,AMD,Radeon 530,,689
Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,0,1,0,0,Nvidia,GeForce GTX 1050,,819
Lenovo,IdeaPad 320-15AST,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,AMD,A9-Series 9420,2.9GHz,256,0,0,0,AMD,Radeon 530,,399
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1366x768,8GB,Windows 10,AMD,A12-Series 9720P,3.6GHz,0,1,0,0,AMD,Radeon R7,,429
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,1,0,0,Intel,HD Graphics 620,,621.45
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,1366x768,4GB,No OS,Intel,Core i3 6006U,2GHz,0,500,0,0,Intel,HD Graphics 520,,450
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,795
Acer,Spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 8250U,1.6GHz,256,0,0,0,Intel,UHD Graphics 620,,999
Lenovo,ThinkPad P51s,Workstation,15.6,Full HD 1920x1080,16GB,Windows 7,Intel,Core i7 6500U,2.5GHz,512,0,0,0,Nvidia,Quadro M520M,,1855
Lenovo,Thinkpad T460p,Notebook,14,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6300HQ,2.3GHz,256,0,0,0,Intel,HD Graphics 520,,1191
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,6GB,Windows 10,AMD,A10-Series 9620P,2.5GHz,0,2,0,0,AMD,Radeon 530,,655.01
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128,1,0,0,Nvidia,GTX 1050 Ti,,1249
Dell,Latitude 5480,Notebook,14,Full HD 1920x1080,8GB,Linux,Intel,Core i5 7440HQ,2.8GHz,256,0,0,0,Nvidia,GeForce 930MX,,1089
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,8GB,Linux,Intel,Core i5 7200U,2.5GHz,0,1,0,0,Intel,HD Graphics 620,,726
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i5 7300U,2.6GHz,512,0,0,0,Intel,HD Graphics 620,,1426.66
Lenovo,Thinkpad E470,Notebook,14,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Nvidia,GeForce 920MX,,857.07
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300U,2.6GHz,256,0,0,0,Intel,HD Graphics 620,,1179
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,1366x768,4GB,Windows 10,AMD,A6-Series 7310,2GHz,0,500,0,0,AMD,Radeon R4,,298
Mediacom,Smartbook 142,Notebook,14,IPS Panel Full HD 1920x1200,4GB,Windows 10,Intel,Atom Z8350,1.92GHz,0,32,0,0,Intel,HD Graphics 400,,265
HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,0,0,Nvidia,GeForce 930MX,,1200
Lenovo,ThinkPad X1,Ultrabook,14,IPS Panel Quad HD+ 2560x1440,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,512,0,0,0,Intel,HD Graphics 520,,1686.64
HP,Pavilion X360,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,836.6
Lenovo,ThinkPad T470s,Ultrabook,14,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,1499
Dell,Alienware 17,Gaming,17.3,4K Ultra HD 3840x2160,32GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,1,1,0,0,Nvidia,GeForce GTX 1070,,3659.4
MSI,GL72M 7REX,Gaming,17.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128,1,0,0,Nvidia,GTX 1050 Ti,,1348.48
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,1366x768,4GB,No OS,Intel,Core i5 7200U,2.5GHz,0,1,0,0,Intel,HD Graphics 620,,489.9
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 8250U,1.6GHz,128,1,0,0,AMD,Radeon 530,,719
Dell,Inspiron 5378,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,0,1,0,0,Intel,HD Graphics 620,,649
Dell,Inspiron 5567,Notebook,15.6,1366x768,8GB,Linux,Intel,Core i5 7200U,2.5GHz,0,1,0,0,AMD,Radeon R7 M445,,589.52
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,AMD,A9-Series 9420,3GHz,0,1,0,0,AMD,Radeon 520,,489
Acer,Predator 17,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,128,1,0,0,Nvidia,GeForce GTX 1060,,1935
Dell,Inspiron 3567,Notebook,15.6,1366x768,12GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,1,0,0,Intel,HD Graphics 620,,649
HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,Full HD 1920x1080,6GB,Windows 10,AMD,A9-Series A9-9420,3GHz,128,1,0,0,AMD,Radeon 520,,650
Acer,Extensa EX2540-58KR,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,0,0,Intel,HD Graphics 620,,559
Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,960
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i7 7500U,2.7GHz,0,1,0,0,Intel,HD Graphics 620,,779
HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,0,0,0,Nvidia,Quadro M2200,,2419
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 8250U,1.6GHz,0,1,0,0,Intel,UHD Graphics 620,,659
MSI,GS63VR 7RF,Gaming,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,0,0,Nvidia,GeForce GTX 1060,,2094.48
Acer,Aspire ES1-572,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 6006U,2GHz,0,500,0,0,Intel,HD Graphics 520,,410.8
Dell,Inspiron 7560,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,128,1,0,0,Nvidia,GeForce 940MX,,1207
Dell,Vostro 3568,Notebook,15.6,1366x768,8GB,Windows 10,Intel,Core i3 6006U,2GHz,256,0,0,0,Intel,HD Graphics 520,,665
Toshiba,Tecra X40-D-10G,Notebook,14,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,1535
Lenovo,Flex 5,2 in 1 Convertible,14,Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,999
Lenovo,Thinkpad P51s,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,16GB,Windows 10,Intel,Core i7 7600U,2.8GHz,1,0,0,0,Nvidia,Quadro M520M,,3299
Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,0,0,Intel,HD Graphics 620,,1649
HP,250 G6,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i3 6006U,2GHz,256,0,0,0,Intel,HD Graphics 520,,539
Dell,Latitude 5480,Notebook,14,1366x768,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,1126.71
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6300U,2.4GHz,256,0,0,0,Intel,HD Graphics 520,,1900
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,1366x768,4GB,No OS,Intel,Core i5 6300HQ,2.3GHz,0,1,0,0,Nvidia,GeForce GTX 950M,,579
Lenovo,Thinkpad T460,Ultrabook,14,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,180,0,0,0,Intel,HD Graphics 520,,1096
Asus,Pro P2540UA-XO0192R,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,0,0,Intel,HD Graphics 620,,849.9
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,8GB,Windows 10,Intel,Core i5 6260U,1.8GHz,256,0,0,0,Intel,HD Graphics 540,,1199
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,128,1,0,0,Nvidia,GeForce GTX 1050,,1099
HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,8GB,Windows 7,Intel,Core i7 6700HQ,2.6GHz,256,0,0,0,Nvidia,Quadro M1000M,,1561
Dell,Alienware 17,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,0,0,Nvidia,GeForce GTX 1070,,2868.99
Acer,Aspire 3,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,599
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128,1,0,0,Nvidia,GeForce GTX 1050,,1048
Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7600U,2.8GHz,256,0,0,0,Intel,HD Graphics 620,,1859
Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,8GB,Chrome OS,Intel,Core i5 7Y57,1.2GHz,256,0,0,0,Intel,HD Graphics 615,,1559
Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,1129
Dell,Latitude 3380,Notebook,13.3,1366x768,4GB,Windows 10,Intel,Core i3 6006U,2GHz,0,500,0,0,Intel,HD Graphics 520,,849
Acer,TravelMate P238-M,Notebook,13.3,1366x768,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,128,0,0,0,Intel,HD Graphics 520,,655
Dell,Inspiron 7559,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,16GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,128,1,0,0,Nvidia,GeForce GTX 960M,,1099
Samsung,Notebook 9,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,0,0,Intel,HD Graphics 620,,1599
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,0,0,AMD,Radeon R7 M445,,1181.27
Samsung,Notebook 9,2 in 1 Convertible,15,Full HD / Touchscreen 1920x1080,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,0,0,AMD,Radeon 540,,1799
Toshiba,Tecra A40-C-1E5,Notebook,14,IPS Panel 1366x768,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,128,0,0,0,Intel,HD Graphics 520,,1020
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,0,1,0,0,Nvidia,GeForce GTX 1050,,1099
HP,EliteBook 820,Ultrabook,12.5,1366x768,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256,0,0,0,Intel,HD Graphics 520,,1244
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,12GB,Windows 10,Intel,Core i7 7500U,2.7GHz,0,2,0,0,Nvidia,GeForce 940MX,,839
Lenovo,Thinkpad P50,Notebook,15.6,4K Ultra HD 3840x2160,16GB,Windows 7,Intel,Core i7 6820HQ,2.7GHz,512,0,0,0,Nvidia,Quadro M2000M,,2370
Acer,Swift 3,Notebook,14,IPS Panel Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,128,0,0,0,Intel,HD Graphics 620,,636
Razer,Blade Pro,Gaming,14,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,512,0,0,0,Nvidia,GeForce GTX 1060,,2899
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,32GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,1,1,0,0,Nvidia,GeForce GTX 1070M,,3588.8
Asus,Rog G752VS-BA171T,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,256,1,0,0,Nvidia,GeForce GTX 1070,,2350
Toshiba,Tecra Z40-C-161,Ultrabook,14,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6600U,2.6GHz,512,0,0,0,Nvidia,GeForce 930M,,1764
Lenovo,ThinkPad T470s,Ultrabook,14,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,0,0,0,Intel,HD Graphics 620,,2299
MSI,GS43VR 7RE,Gaming,14,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,0,0,Nvidia,GeForce GTX 1060,,1891
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,128,1,0,0,Nvidia,GeForce GTX 1050,,1089
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,4GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,0,1,0,0,Nvidia,GeForce GTX 1050,,999
Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,0,0,Nvidia,GeForce GTX 1060,,2299
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,256,0,0,0,Nvidia,GeForce GTX 1050,,985
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128,1,0,0,Nvidia,GeForce GTX1060,,1339
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,0,0,0,Intel,HD Graphics 620,,1970
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,AMD,Radeon R7 M460,,959
Apple,"MacBook 12""",Ultrabook,12,IPS Panel Retina Display 2304x1440,8GB,Mac OS X,Intel,Core M,1.2GHz,0,0,512,0,Intel,HD Graphics 5300,,1165
Lenovo,ThinkPad X1,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,2330
Dell,Latitude 3580,Notebook,15.6,1366x768,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,128,0,0,0,Intel,HD Graphics 620,,810
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,0,0,Intel,HD Graphics 620,,1349
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i3 6006U,2GHz,256,0,0,0,AMD,Radeon R5 M420X,,739
HP,ZBook 17,Workstation,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,0,0,0,Nvidia,Quadro M2200,,2064.9
Asus,Pro P2540UA-XS51,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,1099
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,1499
Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,8GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,256,0,0,0,Nvidia,GeForce GTX 1050,,1749
HP,EliteBook 820,Netbook,12.5,1366x768,8GB,Windows 10,Intel,Core i5 7300U,2.6GHz,256,0,0,0,Intel,HD Graphics 620,,1389
Toshiba,Satellite Pro,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,0,500,0,0,Intel,HD Graphics 520,,780
HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,1366x768,8GB,Windows 10,AMD,A12-Series 9700P,2.5GHz,0,2,0,0,AMD,Radeon R7 Graphics,,629
Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,512,0,0,0,Nvidia,GTX 1050 Ti,,1679
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,1,0,0,Nvidia,GeForce 920M,,609
HP,Omen 17-an012dx,Gaming,17.3,IPS Panel Full HD 1920x1080,12GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,0,1,0,0,AMD,Radeon RX 580,,1749
MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,512,1,0,0,Nvidia,GeForce GTX 1070,,2415
Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,1499
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,0,1,0,0,Nvidia,GeForce GT 940MX,,961
Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,AMD,Radeon R5 M420,,789.81
Lenovo,Thinkpad T470s,Ultrabook,14,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,0,0,Intel,HD Graphics 620,,1859
Razer,Blade Stealth,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,16GB,Windows 10,Intel,Core i7 7500U,2.5GHz,512,0,0,0,Intel,HD Graphics 620,,1799
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128,1,0,0,Nvidia,GeForce GTX 1060,,2505.02
Dell,Latitude 3480,Notebook,14,1366x768,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,0,500,0,0,Intel,HD Graphics 520,,755
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 6006U,2GHz,0,500,0,0,Intel,HD Graphics 520,,489.9
Toshiba,Tecra X40-D-10Z,Ultrabook,14,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,128,0,0,0,Intel,HD Graphics 620,,1090
Lenovo,Thinkpad X1,Ultrabook,14,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,0,0,0,Intel,HD Graphics 620,,2499
MSI,GL62M 7RD,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,256,0,0,0,Nvidia,GeForce GTX 1050,,1199
Lenovo,ThinkPad X1,Ultrabook,14,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,0,256,0,Intel,HD Graphics 620,,1875
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,1358
Dell,Latitude 3480,Notebook,14,1366x768,4GB,Windows 10,Intel,Core i3 6006U,2GHz,0,500,0,0,Intel,HD Graphics 520,,585
Acer,Swift 3,Notebook,14,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i3 7100U,2.4GHz,128,0,0,0,Intel,HD Graphics 620,,619
Razer,Blade Pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,32GB,Windows 10,Intel,Core i7 7820HK,2.9GHz,512,0,0,0,Nvidia,GeForce GTX 1080,,5499
Lenovo,Thinkpad X1,Ultrabook,14,IPS Panel Quad HD+ 2560x1440,16GB,Windows 10,Intel,Core i7 6600U,2.6GHz,512,0,0,0,Intel,HD Graphics 520,,2099
Asus,VivoBook Max,Notebook,15.6,Full HD 1920x1080,4GB,Linux,Intel,Core i5 7200U,2.5GHz,0,1,0,0,Nvidia,GeForce 920,,519
Lenovo,Thinkpad T460,Notebook,14,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256,0,0,0,Intel,HD Graphics 520,,1186
Lenovo,ThinkPad T470s,Notebook,14,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300U,2.6GHz,256,0,0,0,Intel,HD Graphics 620,,1650
